filename,tool_configuration,language,ground-truth
/samples/Altium Designer/Sample Schematic Sheet.SchDoc,starcoder2-3b,⚠️ Skipping file due to encoding error: /samples/Altium Designer/Sample Schematic Sheet.SchDoc,Altium Designer
/samples/Altium Designer/Sample Altium Project.PrjPcb,starcoder2-3b,],Altium Designer
/samples/Altium Designer/Sample Board Design.PcbDoc,starcoder2-3b,Python,Altium Designer
/samples/Altium Designer/Sample Output Job.OutJob,starcoder2-3b,OutputJobFile,Altium Designer
/samples/AngelScript/botmanager.as,starcoder2-3b,C++,AngelScript
/samples/Ant Build System/filenames/ant.xml,starcoder2-3b,xml,Ant Build System
/samples/Antlers/sitemap.antlers.xml,starcoder2-3b,xml,Antlers
/samples/Antlers/index.antlers.html,starcoder2-3b,ul,Antlers
/samples/Antlers/kitchensink.antlers.html,starcoder2-3b,---,Antlers
/samples/Antlers/layout.antlers.html,starcoder2-3b,#,Antlers
/samples/ApacheConf/apache.vhost,starcoder2-3b,#######################,ApacheConf
/samples/ApacheConf/filenames/.htaccess,starcoder2-3b,PHP,ApacheConf
/samples/ApacheConf/filenames/httpd.conf,starcoder2-3b,Python,ApacheConf
/samples/Apex/EmailUtils.cls,starcoder2-3b,Java,Apex
/samples/Apex/LanguageUtils.cls,starcoder2-3b,Chinese,Apex
/samples/Apex/ArrayUtils.cls,starcoder2-3b,*,Apex
/samples/Apex/GeoUtils.cls,starcoder2-3b,Python,Apex
/samples/Apex/TwilioAPI.cls,starcoder2-3b,static,Apex
/samples/Apex/BooleanUtils.cls,starcoder2-3b,Detect,Apex
/samples/Apollo Guidance Computer/BURN_BABY_BURN--MASTER_IGNITION_ROUTINE.agc,starcoder2-3b,C++,Apollo Guidance Computer
/samples/AppleScript/Convert To PDF.applescript,starcoder2-3b,Python,AppleScript
/samples/AppleScript/Count Messages in All Mailboxes.applescript,starcoder2-3b,mailboxName,AppleScript
/samples/AsciiDoc/encoding.asciidoc,starcoder2-3b,Ruby,AsciiDoc
/samples/AsciiDoc/list.asc,starcoder2-3b,Python,AsciiDoc
/samples/AspectJ/CacheAspect.aj,starcoder2-3b,Java,AspectJ
/samples/Assembly/macros.inc,starcoder2-3b,Detect,Assembly
/samples/Assembly/cpu_feat.nas,starcoder2-3b,NASM,Assembly
/samples/Assembly/fftfpu.nas,starcoder2-3b,C,Assembly
/samples/Assembly/fp_sqr32_160_comba.inc,starcoder2-3b,Python,Assembly
/samples/Assembly/A8514.I,starcoder2-3b,C++,Assembly
/samples/Astro/index.astro,starcoder2-3b,---,Astro
/samples/Asymptote/kappa-sawteeth.asy,starcoder2-3b,Python,Asymptote
/samples/AutoHotkey/hello.ahk,starcoder2-3b,Python,AutoHotkey
/samples/Avro IDL/user.avdl,starcoder2-3b,C++,Avro IDL
/samples/Awk/test.awk,starcoder2-3b,Python,Awk
/samples/B4X/RequestsManager.bas,starcoder2-3b,Python,B4X
/samples/B4X/B4XMainPage.bas,starcoder2-3b,B4A,B4X
/samples/B4X/OAuth.bas.bas,starcoder2-3b,Detect,B4X
/samples/BASIC/P180.BAS,starcoder2-3b,Python,BASIC
/samples/BASIC/spacesc.bas,starcoder2-3b,Detect,BASIC
/samples/BQN/gameoflife.bqn,starcoder2-3b,05AB1E,BQN
/samples/BQN/snake.bqn,starcoder2-3b,Python,BQN
/samples/Ballerina/hello-world.bal,starcoder2-3b,Python,Ballerina
/samples/Beef/Program.bf,starcoder2-3b,C,Beef
/samples/Beef/RandoCode.bf,starcoder2-3b,if,Beef
/samples/Befunge/mycorand.bf,starcoder2-3b,Python,Befunge
/samples/Berry/berry_schema_validator.be,starcoder2-3b,Python,Berry
/samples/BibTeX/citations.bib,starcoder2-3b,Python,BibTeX
/samples/Bicep/201-1vm-2nics-2subnets-1vnet.bicep,starcoder2-3b,[,Bicep
/samples/Bicep/params.bicepparam,starcoder2-3b,Python,Bicep
/samples/Bicep/101-container-registry.bicep,starcoder2-3b,C#,Bicep
/samples/Bikeshed/example.bs,starcoder2-3b,text,Bikeshed
/samples/Bikeshed/example2.bs,starcoder2-3b,pre,Bikeshed
/samples/BitBake/qtbase-native.bb,starcoder2-3b,C++,BitBake
/samples/BitBake/gstreamer-libav.bb,starcoder2-3b,Detect,BitBake
/samples/Blade/hello.blade,starcoder2-3b,Python,Blade
/samples/BlitzBasic/PObj.bb,starcoder2-3b,C#,BlitzBasic
/samples/BlitzBasic/LList.bb,starcoder2-3b,C++,BlitzBasic
/samples/BlitzBasic/HalfAndDouble.bb,starcoder2-3b,Detect,BlitzBasic
/samples/BlitzMax/sample.bmx,starcoder2-3b,C#,BlitzMax
/samples/Bluespec/TL.bsv,starcoder2-3b,SystemVerilog,Bluespec
/samples/Bluespec/TbTL.bsv,starcoder2-3b,Python,Bluespec
/samples/Bluespec BH/TL.bs,starcoder2-3b,Python,Bluespec BH
/samples/Bluespec BH/CGetPut.bs,starcoder2-3b,C++,Bluespec BH
/samples/Boogie/Bubble.bpl,starcoder2-3b,RUN,Boogie
/samples/Brainfuck/factor.b,starcoder2-3b,*,Brainfuck
/samples/Brainfuck/helloworld.bf,starcoder2-3b,C++,Brainfuck
/samples/Brainfuck/rot13.bf,starcoder2-3b,Python,Brainfuck
/samples/BrighterScript/RowListExample.bs,starcoder2-3b,Python,BrighterScript
/samples/BrighterScript/Main.bs,starcoder2-3b,prints,BrighterScript
/samples/BrighterScript/SimpleGrid.bs,starcoder2-3b,en,BrighterScript
/samples/Brightscript/SimpleGrid.brs,starcoder2-3b,"""",Brightscript
/samples/Browserslist/filenames/.browserslistrc,starcoder2-3b,Python,Browserslist
/samples/C/git.c,starcoder2-3b,Detect,C
/samples/C/custom_extensions.c,starcoder2-3b,Python,C
/samples/C/GLKMatrix4.h,starcoder2-3b,",",C
/samples/C/vmem.h,starcoder2-3b,struct,C
/samples/C/bootstrap.h,starcoder2-3b,object,C
/samples/C/yajl.c,starcoder2-3b,statStr,C
/samples/C/redis.c,starcoder2-3b,C++,C
/samples/C/script,starcoder2-3b,Generic,C
/samples/C/exception.zep.h,starcoder2-3b,PHP,C
/samples/C#/BsonPropertyValue.cs,starcoder2-3b,Python,C#
/samples/C#/_CodeSugarIO.DriveInfo.cs.pp,starcoder2-3b,if,C#
/samples/C#/build.cake,starcoder2-3b,///////////////////////////////////////////////////////////////////////////////,C#
/samples/C++/cnokw.re,starcoder2-3b,Python,C++
/samples/C++/key.h,starcoder2-3b,Copyright,C++
/samples/C++/ClasspathVMSystemProperties.inc,starcoder2-3b,Java,C++
/samples/C++/protocol-buffer.pb.cc,starcoder2-3b,Generated,C++
/samples/C++/utils.h,starcoder2-3b,public,C++
/samples/C++/json_reader.cpp,starcoder2-3b,{,C++
/samples/C++/vtkSparseArray.txx,starcoder2-3b,[,C++
/samples/C++/gblib.cppm,starcoder2-3b,2,C++
/samples/C++/crypter.cpp,starcoder2-3b,NULL,C++
/samples/C++/cvsignore.re,starcoder2-3b,Detect,C++
/samples/C++/libcanister.h,starcoder2-3b,enum,C++
/samples/C++/protocol-buffer.pb.h,starcoder2-3b,google,C++
/samples/C++/target.txx,starcoder2-3b,strip,C++
/samples/CAP CDS/cat-service.cds,starcoder2-3b,Java,CAP CDS
/samples/CAP CDS/admin-service.cds,starcoder2-3b,Python,CAP CDS
/samples/CAP CDS/schema.cds,starcoder2-3b,JavaScript,CAP CDS
/samples/CAP CDS/common.cds,starcoder2-3b,{,CAP CDS
/samples/CIL/guix-daemon.cil,starcoder2-3b,Python,CIL
/samples/CLIPS/demo.clp,starcoder2-3b,;;;***************************,CLIPS
/samples/CLIPS/sudoku.clp,starcoder2-3b,Python,CLIPS
/samples/CMake/filenames/CMakeLists.txt,starcoder2-3b,C++,CMake
/samples/CMake/sample5.cmake,starcoder2-3b,FUNCTION,CMake
/samples/CMake/sample4.cmake,starcoder2-3b,C,CMake
/samples/COBOL/hello_world.ccp,starcoder2-3b,Python,COBOL
/samples/CODEOWNERS/filenames/CODEOWNERS,starcoder2-3b,C#,CODEOWNERS
/samples/CSON/base.cson,starcoder2-3b,Python,CSON
/samples/CSON/config.cson,starcoder2-3b,icon,CSON
/samples/CSON/ff-sfd.cson,starcoder2-3b,C,CSON
/samples/CSS/bootstrap.css,starcoder2-3b,Python,CSS
/samples/CSV/cars.csv,starcoder2-3b,Python,CSV
/samples/CUE/github-workflow.cue,starcoder2-3b,Python,CUE
/samples/CWeb/mpmathdouble.w,starcoder2-3b,C++,CWeb
/samples/CWeb/sat-life.w,starcoder2-3b,Python,CWeb
/samples/Cabal Config/defaults.cabal,starcoder2-3b,Haskell,Cabal Config
/samples/Caddyfile/acmeserver.Caddyfile,starcoder2-3b,Python,Caddyfile
/samples/Cadence/get_balance.cdc,starcoder2-3b,Flow,Cadence
/samples/Cadence/FlowFees.cdc,starcoder2-3b,Python,Cadence
/samples/Cadence/mint_tokens.cdc,starcoder2-3b,Solidity,Cadence
/samples/Cairo/boolean.cairo,starcoder2-3b,Rust,Cairo
/samples/Cairo/pizza_factory.cairo,starcoder2-3b,Python,Cairo
/samples/Cairo Zero/safemath.cairo,starcoder2-3b,Python,Cairo Zero
/samples/CameLIGO/FA1.2.mligo,starcoder2-3b,Detect,CameLIGO
/samples/Carbon/Shapes.carbon,starcoder2-3b,Python,Carbon
/samples/Carbon/main.carbon,starcoder2-3b,C++,Carbon
/samples/CartoCSS/amenity-points.mss,starcoder2-3b,Detect,CartoCSS
/samples/Chapel/distributions.chpl,starcoder2-3b,Python,Chapel
/samples/Chapel/lulesh.chpl,starcoder2-3b,C++,Chapel
/samples/Charity/example.ch,starcoder2-3b,%,Charity
/samples/Checksums/zero.sha2,starcoder2-3b,Python,Checksums
/samples/Circom/binsum.circom,starcoder2-3b,Python,Circom
/samples/Circom/xor3.circom,starcoder2-3b,C++,Circom
/samples/Cirru/demo.cirru,starcoder2-3b,Python,Cirru
/samples/Cirru/template.cirru,starcoder2-3b,Kotlin,Cirru
/samples/Cirru/comma.cirru,starcoder2-3b,"""""""",Cirru
/samples/Cirru/calcit.cirru,starcoder2-3b,Clojure,Cirru
/samples/Clarion/CStringClass.clw,starcoder2-3b,C++,Clarion
/samples/Clarion/HelloWorld.clw,starcoder2-3b,Python,Clarion
/samples/Clarity/cost-voting.clar,starcoder2-3b,define,Clarity
/samples/Clarity/pox.clar,starcoder2-3b,Python,Clarity
/samples/Clarity/bns.clar,starcoder2-3b,Errors,Clarity
/samples/Classic ASP/sendingcontent-xml.asp,starcoder2-3b,<%,Classic ASP
/samples/Classic ASP/ASPUnitRunner.asp,starcoder2-3b,Python,Classic ASP
/samples/Clean/GenMap.icl,starcoder2-3b,Python,Clean
/samples/Clean/fsieve.icl,starcoder2-3b,Haskell,Clean
/samples/Click/sr2.click,starcoder2-3b,Python,Click
/samples/Clojure/protocol.cljs,starcoder2-3b,Python,Clojure
/samples/Clojure/index.cljs.hl,starcoder2-3b,Copyright,Clojure
/samples/Clojure/svg.cljx,starcoder2-3b,clj,Clojure
/samples/Clojure/build.boot,starcoder2-3b,Java,Clojure
/samples/Closure Templates/example.soy,starcoder2-3b,namespace,Closure Templates
/samples/Cloud Firestore Security Rules/filenames/firestore.rules,starcoder2-3b,Python,Cloud Firestore Security Rules
/samples/CoNLL-U/CF1.conllu,starcoder2-3b,Portuguese,CoNLL-U
/samples/CoNLL-U/ug-ud-test-abridged.conllu,starcoder2-3b,English,CoNLL-U
/samples/CoNLL-U/en-ud-test-abridged.conllu,starcoder2-3b,Detect,CoNLL-U
/samples/CodeQL/qll-sample1.qll,starcoder2-3b,C++,CodeQL
/samples/CodeQL/ql-cobol-sample.ql,starcoder2-3b,Cobol,CodeQL
/samples/CodeQL/ql-sample.ql,starcoder2-3b,C#,CodeQL
/samples/CodeQL/qll-sample2.qll,starcoder2-3b,isPython,CodeQL
/samples/CodeQL/qll-sample3.qll,starcoder2-3b,Python,CodeQL
/samples/CoffeeScript/example.cjsx,starcoder2-3b,Python,CoffeeScript
/samples/CoffeeScript/lexer.coffee,starcoder2-3b,#,CoffeeScript
/samples/CoffeeScript/xipd.coffee,starcoder2-3b,[],CoffeeScript
/samples/CoffeeScript/coffee-script.coffee,starcoder2-3b,name,CoffeeScript
/samples/ColdFusion/example.cfm,starcoder2-3b,cfset,ColdFusion
/samples/ColdFusion CFC/exampleTag.cfc,starcoder2-3b,cfset,ColdFusion CFC
/samples/ColdFusion CFC/exampleScript.cfc,starcoder2-3b,Python,ColdFusion CFC
/samples/Common Lisp/sample.lsp,starcoder2-3b,Lisp,Common Lisp
/samples/Common Lisp/array.l,starcoder2-3b,Mode,Common Lisp
/samples/Common Lisp/common.l,starcoder2-3b,Common,Common Lisp
/samples/Common Lisp/motor-inferencia.cl,starcoder2-3b,Python,Common Lisp
/samples/Common Workflow Language/trunk-peak-score.cwl,starcoder2-3b,Python,Common Workflow Language
/samples/Component Pascal/Example2.cps,starcoder2-3b,Python,Component Pascal
/samples/Component Pascal/Example.cp,starcoder2-3b,C++,Component Pascal
/samples/Cool/list.cl,starcoder2-3b,Python,Cool
/samples/Coq/Lists.v,starcoder2-3b,Detect,Coq
/samples/Coq/Imp.v,starcoder2-3b,OCaml,Coq
/samples/Coq/JsCorrectness.v,starcoder2-3b,JsInterpreter,Coq
/samples/Coq/Main.v,starcoder2-3b,C++,Coq
/samples/Coq/Smallstep.v,starcoder2-3b,Languages,Coq
/samples/Coq/JsNumber.v,starcoder2-3b,Flocq,Coq
/samples/Coq/Stlc.v,starcoder2-3b,t2,Coq
/samples/Coq/Spec.v,starcoder2-3b,Python,Coq
/samples/Coq/JsInterpreterExtraction.v,starcoder2-3b,Ocaml,Coq
/samples/Creole/creole.creole,starcoder2-3b,C++,Creole
/samples/Crystal/const_spec.cr,starcoder2-3b,Ruby,Crystal
/samples/Crystal/transformer.cr,starcoder2-3b,Detect,Crystal
/samples/Csound/interp.orc,starcoder2-3b,Python,Csound
/samples/Csound Document/test.csd,starcoder2-3b,Python,Csound Document
/samples/Csound Score/interp.sco,starcoder2-3b,Python,Csound Score
/samples/Cuda/scalarProd_kernel.cuh,starcoder2-3b,Python,Cuda
/samples/Cuda/vectorAdd.cu,starcoder2-3b,C++,Cuda
/samples/Cue Sheet/sample1.cue,starcoder2-3b,Python,Cue Sheet
/samples/Curry/Nat.curry,starcoder2-3b,Haskell,Curry
/samples/Cycript/utils.cy,starcoder2-3b,Python,Cycript
/samples/Cylc/cset.cylc,starcoder2-3b,CSET,Cylc
/samples/Cylc/model.cylc,starcoder2-3b,set,Cylc
/samples/Cylc/cset-include.cylc,starcoder2-3b,SELEC,Cylc
/samples/Cypher/load_from_json.cypher,starcoder2-3b,Python,Cypher
/samples/Cypher/graphgems.cypher,starcoder2-3b,Detect,Cypher
/samples/Cypher/db_export_res.cypher,starcoder2-3b,commit,Cypher
/samples/D/unittest1.d,starcoder2-3b,Python,D
/samples/D/template.d,starcoder2-3b,C++,D
/samples/D2/calc_algo.d2,starcoder2-3b,Kotlin,D2
/samples/D2/anthias-diagram-overview.d2,starcoder2-3b,Detect,D2
/samples/DIGITAL Command Language/ghostpdl_zlib_make_vms.com,starcoder2-3b,C,DIGITAL Command Language
/samples/DIGITAL Command Language/libxslt_build.com,starcoder2-3b,Detect,DIGITAL Command Language
/samples/DIGITAL Command Language/fis_gtm_kitinstal.com,starcoder2-3b,$!,DIGITAL Command Language
/samples/DM/example.dm,starcoder2-3b,C++,DM
/samples/DNS Zone/sample.arpa,starcoder2-3b,Python,DNS Zone
/samples/DTrace/counts.d,starcoder2-3b,C++,DTrace
/samples/DTrace/probes.d,starcoder2-3b,int,DTrace
/samples/Dafny/Node.i.dfy,starcoder2-3b,C++,Dafny
/samples/Dafny/Io.s.dfy,starcoder2-3b,C#,Dafny
/samples/DataWeave/directives.dwl,starcoder2-3b,JavaScript,DataWeave
/samples/DataWeave/match.dwl,starcoder2-3b,{,DataWeave
/samples/DataWeave/literals.dwl,starcoder2-3b,Python,DataWeave
/samples/Debian Package Control File/example2.dsc,starcoder2-3b,C,Debian Package Control File
/samples/Debian Package Control File/example1.dsc,starcoder2-3b,Python,Debian Package Control File
/samples/DenizenScript/sample1.dsc,starcoder2-3b,Python,DenizenScript
/samples/Dhall/remoteSystemsA.dhall,starcoder2-3b,Haskell,Dhall
/samples/Dhall/largeExpressionA.dhall,starcoder2-3b,List,Dhall
/samples/Diff/dude-thing-okay--001.patch,starcoder2-3b,Python,Diff
/samples/DirectX 3D File/cube.x,starcoder2-3b,Python,DirectX 3D File
/samples/Dockerfile/debian-systemd.Containerfile,starcoder2-3b,Shell,Dockerfile
/samples/Dockerfile/filenames/Dockerfile,starcoder2-3b,Go,Dockerfile
/samples/Dogescript/example.djs,starcoder2-3b,JavaScript,Dogescript
/samples/Dotenv/filenames/.env.production,starcoder2-3b,x,Dotenv
/samples/Dotenv/filenames/.env.test,starcoder2-3b,PHP,Dotenv
/samples/Dotenv/filenames/.env,starcoder2-3b,Bash,Dotenv
/samples/Dotenv/filenames/.env.sample,starcoder2-3b,Python,Dotenv
/samples/Dune/filenames/dune-project,starcoder2-3b,OCaml,Dune
/samples/E/Extends.E,starcoder2-3b,Python,E
/samples/E/Guards.E,starcoder2-3b,to,E
/samples/E-mail/example.eml,starcoder2-3b,PHP,E-mail
/samples/EBNF/object.ebnf,starcoder2-3b,JavaScript,EBNF
/samples/EBNF/grammar.ebnf,starcoder2-3b,Python,EBNF
/samples/ECL/sample.ecl,starcoder2-3b,C++,ECL
/samples/ECLiPSe/or-constraint.ecl,starcoder2-3b,lib,ECLiPSe
/samples/EJS/admin_index.jst,starcoder2-3b,Python,EJS
/samples/EJS/page.ejs,starcoder2-3b,strong,EJS
/samples/EJS/dash.ejs,starcoder2-3b,include,EJS
/samples/EJS/modules.ejs.t,starcoder2-3b,languages,EJS
/samples/EQ/SEButtonEntity.eq,starcoder2-3b,Detect,EQ
/samples/EQ/HTTPServerVirtualHostListener.eq,starcoder2-3b,C++,EQ
/samples/EQ/String.eq,starcoder2-3b,Python,EQ
/samples/Eagle/Eagle.sch,starcoder2-3b,php,Eagle
/samples/Earthly/filenames/Earthfile,starcoder2-3b,Java,Earthly
/samples/Easybuild/bzip2-1.0.6-GCC-4.9.2.eb,starcoder2-3b,C++,Easybuild
/samples/Ecmarkup/spec.html,starcoder2-3b,pre,Ecmarkup
/samples/Edge/pricing.edge,starcoder2-3b,slot,Edge
/samples/EdgeQL/default.esdl,starcoder2-3b,Python,EdgeQL
/samples/EditorConfig/IntelliJ.editorconfig,starcoder2-3b,Detect,EditorConfig
/samples/EditorConfig/ASP.NET.EditorConfig,starcoder2-3b,Python,EditorConfig
/samples/Edje Data Collection/mild.edc,starcoder2-3b,C++,Edje Data Collection
/samples/Eiffel/git_checkout_command.e,starcoder2-3b,C,Eiffel
/samples/Eiffel/app_embedded_web_service.e,starcoder2-3b,note,Eiffel
/samples/Eiffel/application.e,starcoder2-3b,C++,Eiffel
/samples/Elixir/regex.ex,starcoder2-3b,Detect,Elixir
/samples/Elixir/float.ex,starcoder2-3b,Python,Elixir
/samples/Elm/QuickSort.elm,starcoder2-3b,Python,Elm
/samples/Elm/Basic.elm,starcoder2-3b,Haskell,Elm
/samples/Elvish/epm.elv,starcoder2-3b,Python,Elvish
/samples/Emacs Lisp/ess-julia.el,starcoder2-3b,defvar,Emacs Lisp
/samples/Emacs Lisp/filenames/.spacemacs,starcoder2-3b,List,Emacs Lisp
/samples/Emacs Lisp/filenames/Project.ede,starcoder2-3b,Object,Emacs Lisp
/samples/Emacs Lisp/filenames/.abbrev_defs,starcoder2-3b,define,Emacs Lisp
/samples/Emacs Lisp/filenames/Cask,starcoder2-3b,php,Emacs Lisp
/samples/Emacs Lisp/filenames/abbrev_defs,starcoder2-3b,Python,Emacs Lisp
/samples/EmberScript/momentComponent.em,starcoder2-3b,Python,EmberScript
/samples/Erlang/elixir_parser.yrl,starcoder2-3b,Python,Erlang
/samples/Erlang/sample.app.src,starcoder2-3b,application,Erlang
/samples/Erlang/single-context.es,starcoder2-3b,Detect,Erlang
/samples/Erlang/hello.escript,starcoder2-3b,escript,Erlang
/samples/Euphoria/mydata.ex,starcoder2-3b,C++,Euphoria
/samples/Euphoria/csort.ex,starcoder2-3b,--****,Euphoria
/samples/Euphoria/regex.e,starcoder2-3b,NEWLINE,Euphoria
/samples/Euphoria/allsorts.ex,starcoder2-3b,allsorts,Euphoria
/samples/Euphoria/math.e,starcoder2-3b,C,Euphoria
/samples/Euphoria/dll.e,starcoder2-3b,sequence,Euphoria
/samples/Euphoria/hash.ex,starcoder2-3b,1,Euphoria
/samples/F#/PerformanceTesters.fs,starcoder2-3b,let,F#
/samples/F#/JsonSerializer.fs,starcoder2-3b,Python,F#
/samples/FIGlet Font/ivrit.flf,starcoder2-3b,C,FIGlet Font
/samples/FIRRTL/LFSR.fir,starcoder2-3b,Python,FIRRTL
/samples/FIRRTL/Memory.fir,starcoder2-3b,Verilog,FIRRTL
/samples/FLUX/test.fx,starcoder2-3b,Python,FLUX
/samples/FLUX/mbittorrent.fx,starcoder2-3b,C++,FLUX
/samples/Fantom/sample1.fan,starcoder2-3b,Python,Fantom
/samples/Fantom/sample2.fan,starcoder2-3b,C++,Fantom
/samples/Faust/FFT.dsp,starcoder2-3b,Python,Faust
/samples/Faust/lowCut.dsp,starcoder2-3b,C++,Faust
/samples/Fennel/repl.fnl,starcoder2-3b,This,Fennel
/samples/Filebench WML/copyfiles.f,starcoder2-3b,C++,Filebench WML
/samples/Filterscript/colormatrix.fs,starcoder2-3b,C++,Filterscript
/samples/Filterscript/fs_kernel.fs,starcoder2-3b,C,Filterscript
/samples/Fluent/gecko_strings.ftl,starcoder2-3b,Code,Fluent
/samples/Fluent/select_indent.ftl,starcoder2-3b,Python,Fluent
/samples/Fluent/callee_expressions.ftl,starcoder2-3b,Detect,Fluent
/samples/Formatted/NiAlH_jea.eam.fs,starcoder2-3b,Fortran,Formatted
/samples/Formatted/wksst8110.for,starcoder2-3b,Python,Formatted
/samples/Forth/block.fth,starcoder2-3b,Block,Forth
/samples/Forth/core-ext.fth,starcoder2-3b,C,Forth
/samples/Forth/macros.frt,starcoder2-3b,Brainfuck,Forth
/samples/Forth/hello-forth.forth,starcoder2-3b,Python,Forth
/samples/Forth/core.f,starcoder2-3b,Detect,Forth
/samples/FreeBASIC/array_clearobj.bas,starcoder2-3b,C++,FreeBASIC
/samples/FreeBASIC/makescript.bas,starcoder2-3b,Python,FreeBASIC
/samples/FreeBASIC/ir.bas,starcoder2-3b,Detect,FreeBASIC
/samples/FreeMarker/layout.ftl,starcoder2-3b,#list,FreeMarker
/samples/FreeMarker/example.ftl,starcoder2-3b,Python,FreeMarker
/samples/Frege/Concurrent.fr,starcoder2-3b,Haskell,Frege
/samples/Frege/Sudoku.fr,starcoder2-3b,Python,Frege
/samples/Fstar/FStar.DependentMap.fsti,starcoder2-3b,Type,Fstar
/samples/Fstar/Hacl.Spec.Bignum.Fmul.fst,starcoder2-3b,C,Fstar
/samples/Futhark/gaussian_blur.fut,starcoder2-3b,Python,Futhark
/samples/G-code/duettest.g,starcoder2-3b,Python,G-code
/samples/GAML/predatorPrey.gaml,starcoder2-3b,Detect,GAML
/samples/GAML/incrementalGIS.gaml,starcoder2-3b,Python,GAML
/samples/GAP/Magic.gd,starcoder2-3b,#############################################################################,GAP
/samples/GAP/example.gi,starcoder2-3b,Python,GAP
/samples/GAP/vspc.gi,starcoder2-3b,C,GAP
/samples/GAP/bugfix.tst,starcoder2-3b,Detect,GAP
/samples/GCC Machine Description/pdp10.md,starcoder2-3b,C++,GCC Machine Description
/samples/GDB/gdb_lpc17xx_program.gdb,starcoder2-3b,Python,GDB
/samples/GDB/as3.gdbinit,starcoder2-3b,C++,GDB
/samples/GDScript/grid.gd,starcoder2-3b,Python,GDScript
/samples/GDScript/player.gd,starcoder2-3b,var,GDScript
/samples/GEDCOM/Royal92.ged,starcoder2-3b,Python,GEDCOM
/samples/GLSL/islandScene.glsl,starcoder2-3b,C++,GLSL
/samples/GLSL/SyLens.glsl,starcoder2-3b,Detect,GLSL
/samples/GLSL/myfragment.frg,starcoder2-3b,Python,GLSL
