filename,tool_configuration,language,ground-truth
/samples/DataWeave/match.dwl,gpt-4o-end2000,HCL,DataWeave
/samples/DataWeave/customInterpolator.dwl,gpt-4o-end2000,Standard,DataWeave
/samples/DataWeave/match.dwl,gpt-4o-beg2000,FQL,DataWeave
/samples/DataWeave/match.dwl,gpt-4o-mid2000,The,DataWeave
/samples/Debian Package Control File/example1.dsc,gpt-4o-end2000,Debian,Debian Package Control File
/samples/DenizenScript/sample1.dsc,gpt-4o-end2000,Denizen,DenizenScript
/samples/Diff/dude-thing-okay--001.patch,gpt-4o-end2000,Ruby,Diff
/samples/DirectX 3D File/cube.x,gpt-4o-end2000,The,DirectX 3D File
/samples/Dogescript/example.djs,gpt-4o-end2000,JavaScript,Dogescript
/samples/Dotenv/filenames/.env.prod,gpt-4o-end2000,Shell,Dotenv
/samples/Dotenv/filenames/.env.test,gpt-4o-end2000,PHP,Dotenv
/samples/Dotenv/default.env,gpt-4o-end2000,JavaScript,Dotenv
/samples/Dotenv/filenames/.env.local,gpt-4o-end2000,Python,Dotenv
/samples/Dotenv/filenames/.env.ci,gpt-4o-end2000,Environment,Dotenv
/samples/Dune/filenames/dune-project,gpt-4o-beg2000,OCaml,Dune
/samples/E/atomic-updates.E,gpt-4o-end2000,Grace,E
/samples/E-mail/example.eml,gpt-4o-end2000,The,E-mail
/samples/E-mail/example.eml,gpt-4o-mid2000,HTML,E-mail
/samples/EBNF/object.ebnf,gpt-4o-mid2000,Standard,EBNF
/samples/EBNF/object.ebnf,gpt-4o-end2000,SML,EBNF
/samples/EBNF/material.ebnf,gpt-4o-end2000,ML,EBNF
/samples/EBNF/grammar.ebnf,gpt-4o-end2000,ANTLR,EBNF
/samples/ECLiPSe/or-constraint.ecl,gpt-4o-mid2000,Prolog,ECLiPSe
/samples/EJS/admin_index.jst,gpt-4o-end2000,HTML,EJS
/samples/EJS/email_template.ect,gpt-4o-end2000,The,EJS
/samples/EJS/page.ejs,gpt-4o-end2000,JavaScript,EJS
/samples/EQ/HTTPServerVirtualHostListener.eq,gpt-4o-end2000,Vala,EQ
/samples/EQ/String.eq,gpt-4o-end2000,Java,EQ
/samples/EQ/SEButtonEntity.eq,gpt-4o-end2000,C#,EQ
/samples/EQ/SEButtonEntity.eq,gpt-4o-mid2000,GDScript,EQ
/samples/Eagle/Eagle.brd,gpt-4o-mid2000,HTML,Eagle
/samples/Eagle/Eagle.sch,gpt-4o-end2000,XML,Eagle
/samples/Earthly/filenames/Earthfile,gpt-4o-end2000,Dockerfile,Earthly
/samples/Easybuild/bzip2-1.0.6-GCC-4.9.2.eb,gpt-4o-end2000,Python,Easybuild
/samples/Ecmarkup/spec.html,gpt-4o-beg2000,ECMAScript,Ecmarkup
/samples/Ecmarkup/spec.html,gpt-4o-end2000,JavaScript,Ecmarkup
/samples/Ecmarkup/spec.html,gpt-4o-mid2000,HTML,Ecmarkup
/samples/Edge/pricing.edge,gpt-4o-mid2000,Blade,Edge
/samples/Edge/pricing.edge,gpt-4o-end2000,PHP,Edge
/samples/EdgeQL/default.esdl,gpt-4o-end2000,EdgeDB,EdgeQL
/samples/EditorConfig/IntelliJ.editorconfig,gpt-4o-end2000,The,EditorConfig
/samples/EditorConfig/ASP.NET.EditorConfig,gpt-4o-end2000,C#,EditorConfig
/samples/EditorConfig/IntelliJ.editorconfig,gpt-4o-mid2000,JavaScript,EditorConfig
/samples/Edje Data Collection/mild.edc,gpt-4o-end2000,Edje,Edje Data Collection
/samples/Elm/QuickSort.elm,gpt-4o-end2000,Haskell,Elm
/samples/Emacs Lisp/dude.el,gpt-4o-end2000,Clojure,Emacs Lisp
/samples/Emacs Lisp/.emacs.desktop,gpt-4o-end2000,Emacs,Emacs Lisp
/samples/EmberScript/momentComponent.em,gpt-4o-end2000,CoffeeScript,EmberScript
/samples/Erlang/elixir_parser.yrl,gpt-4o-mid2000,ANTLR,Erlang
/samples/Erlang/elixir_parser.yrl,gpt-4o-beg2000,The,Erlang
/samples/FIGlet Font/ivrit.flf,gpt-4o-end2000,JSON,FIGlet Font
/samples/FIGlet Font/ivrit.flf,gpt-4o-mid2000,The,FIGlet Font
/samples/FIRRTL/LFSR.fir,gpt-4o-end2000,Scala,FIRRTL
/samples/FLUX/imageserver.fx,gpt-4o-end2000,Erlang,FLUX
/samples/FLUX/gameserver.fx,gpt-4o-end2000,Pony,FLUX
/samples/FLUX/imageserver.fx,gpt-4o-mid2000,Pike,FLUX
/samples/FLUX/mbittorrent.fx,gpt-4o-mid2000,C,FLUX
/samples/FLUX/mbittorrent.fx,gpt-4o-end2000,Promela,FLUX
/samples/Fantom/sample2.fan,gpt-4o-end2000,D,Fantom
/samples/Fennel/repl.fnl,gpt-4o-end2000,Lua,Fennel
/samples/Filebench WML/copyfiles.f,gpt-4o-beg2000,Shell,Filebench WML
/samples/Filebench WML/copyfiles.f,gpt-4o-end2000,KornShell,Filebench WML
/samples/Filterscript/fs_kernel.fs,gpt-4o-end2000,RenderScript,Filterscript
/samples/Fluent/call_expressions.ftl,gpt-4o-end2000,The,Fluent
/samples/Formatted/NiAlH_jea.eam.fs,gpt-4o-end2000,The,Formatted
/samples/Formatted/wksst8110.for,gpt-4o-end2000,Python,Formatted
/samples/Frege/Sudoku.fr,gpt-4o-end2000,Haskell,Frege
/samples/Fstar/Hacl.Spec.Bignum.Fmul.fst,gpt-4o-end2000,F#,Fstar
/samples/Fstar/FStar.DependentMap.fsti,gpt-4o-end2000,F,Fstar
/samples/G-code/square.g,gpt-4o-end2000,G,G-code
/samples/GAML/bdiAgents.gaml,gpt-4o-mid2000,Jason,GAML
/samples/GCC Machine Description/pdp10.md,gpt-4o-end2000,GCC,GCC Machine Description
/samples/GCC Machine Description/pdp10.md,gpt-4o-mid2000,RTL,GCC Machine Description
/samples/GDB/as3.gdbinit,gpt-4o-beg2000,ActionScript,GDB
/samples/GDB/as3.gdbinit,gpt-4o-mid2000,The,GDB
/samples/GLSL/SimpleLighting.gl2.frag,gpt-4o-mid2000,C,GLSL
/samples/GLSL/islandScene.glsl,gpt-4o-beg2000,The,GLSL
/samples/GLSL/SimpleLighting.gl2.frag,gpt-4o-end2000,C++,GLSL
/samples/GN/BUILD.gn,gpt-4o-mid2000,C++,GN
/samples/GN/ios-rules.gni,gpt-4o-end2000,Starlark,GN
/samples/GN/isolate.gni,gpt-4o-end2000,Python,GN
/samples/GN/icu.gn,gpt-4o-end2000,The,GN
/samples/GSC/math_shared.gsc,gpt-4o-mid2000,C++,GSC
/samples/GSC/struct.gsc,gpt-4o-end2000,JavaScript,GSC
/samples/GSC/array_override_common.gsh,gpt-4o-end2000,C,GSC
/samples/Game Maker Language/jsonion_test.gml,gpt-4o-end2000,C,Game Maker Language
/samples/Game Maker Language/GMLmenus.gml,gpt-4o-end2000,GML,Game Maker Language
/samples/Game Maker Language/_piwikCacheRequest.gml,gpt-4o-end2000,GameMaker,Game Maker Language
/samples/Gemfile.lock/filenames/Gemfile.lock,gpt-4o-end2000,Ruby,Gemfile.lock
/samples/Gemini/instructions.gmi,gpt-4o-mid2000,The,Gemini
/samples/Gemini/instructions.gmi,gpt-4o-end2000,Markdown,Gemini
/samples/Genero 4gl/webserv1_api.4gl,gpt-4o-mid2000,Informix,Genero 4gl
/samples/Genero 4gl/webserv1.4gl,gpt-4o-mid2000,Genero,Genero 4gl
/samples/Genero 4gl/webserv1_api.4gl,gpt-4o-end2000,4GL,Genero 4gl
/samples/Genero per/books1.per,gpt-4o-end2000,Informix,Genero per
/samples/Genero per/books1.per,gpt-4o-mid2000,The,Genero per
/samples/Genie/Hello.gs,gpt-4o-end2000,Python,Genie
/samples/Genie/IDataLoader.gs,gpt-4o-end2000,GDScript,Genie
/samples/Genie/Class.gs,gpt-4o-mid2000,Nim,Genie
/samples/Genie/web.gs,gpt-4o-end2000,Vala,Genie
/samples/Gerber Image/simonShield-F.SilkS.gbr,gpt-4o-end2000,Gerber,Gerber Image
/samples/Gerber Image/FelinaePurr-B.Cu.gbl,gpt-4o-beg2000,"{'error': {'message': 'Internal Server Error', 'code': 500}}",Gerber Image
/samples/Git Attributes/filenames/.gitattributes,gpt-4o-end2000,INI,Git Attributes
/samples/Git Config/filenames/.gitconfig,gpt-4o-mid2000,Bash,Git Config
/samples/Git Config/aliases.gitconfig,gpt-4o-end2000,Git,Git Config
/samples/Git Config/aliases.gitconfig,gpt-4o-mid2000,Shell,Git Config
/samples/Git Revision List/filenames/.git-blame-ignore-revs,gpt-4o-mid2000,Shell,Git Revision List
/samples/Git Revision List/filenames/.git-blame-ignore-revs,gpt-4o-end2000,Git,Git Revision List
/samples/Glimmer JS/template-only.gjs,gpt-4o-mid2000,HTML,Glimmer JS
/samples/Glimmer JS/class.gjs,gpt-4o-end2000,JavaScript,Glimmer JS
/samples/Glimmer TS/class.gts,gpt-4o-end2000,JavaScript,Glimmer TS
/samples/Glimmer TS/template-only.gts,gpt-4o-end2000,TypeScript,Glimmer TS
/samples/Glyph Bitmap Distribution Format/bitbuntu.bdf,gpt-4o-end2000,BDF,Glyph Bitmap Distribution Format
/samples/Go/embedded.go,gpt-4o-mid2000,The,Go
/samples/Go Checksums/filenames/go.sum,gpt-4o-end2000,Go,Go Checksums
/samples/Go Module/filenames/go.mod,gpt-4o-end2000,Go,Go Module
/samples/Go Workspace/filenames/go.work,gpt-4o-end2000,Go,Go Workspace
/samples/Godot Resource/signals_library.gdnlib,gpt-4o-end2000,TOML,Godot Resource
/samples/Godot Resource/default.tres,gpt-4o-mid2000,Godot,Godot Resource
/samples/Godot Resource/default.tres,gpt-4o-end2000,GDScript,Godot Resource
/samples/Golo/adapters.golo,gpt-4o-mid2000,Frege,Golo
/samples/Golo/helloworld.golo,gpt-4o-end2000,Seed7,Golo
/samples/Golo/coin-change.golo,gpt-4o-end2000,Rascal,Golo
/samples/Golo/max-int.golo,gpt-4o-beg2000,OCaml,Golo
/samples/Golo/adapters.golo,gpt-4o-end2000,Fantom,Golo
/samples/Golo/swing-actionlistener.golo,gpt-4o-end2000,Java,Golo
/samples/Golo/logdeco.golo,gpt-4o-mid2000,Kotlin,Golo
/samples/Golo/util-containers.golo,gpt-4o-end2000,Nit,Golo
/samples/Golo/structs.golo,gpt-4o-end2000,E,Golo
/samples/Golo/collection-literals.golo,gpt-4o-end2000,Xtend,Golo
/samples/Golo/max-int.golo,gpt-4o-end2000,Haxe,Golo
/samples/Golo/adapters.golo,gpt-4o-beg2000,The,Golo
/samples/Golo/coin-change.golo,gpt-4o-mid2000,Scala,Golo
/samples/Golo/logdeco.golo,gpt-4o-end2000,Julia,Golo
/samples/Golo/structs.golo,gpt-4o-mid2000,Fantomas,Golo
/samples/Golo/util-containers.golo,gpt-4o-mid2000,Crystal,Golo
/samples/Golo/closures.golo,gpt-4o-end2000,Groovy,Golo
/samples/Golo/echo-args.golo,gpt-4o-mid2000,Raku,Golo
/samples/Gosu/Hello.gsx,gpt-4o-end2000,Xtend,Gosu
/samples/Gosu/Ronin.gs,gpt-4o-end2000,Groovy,Gosu
/samples/Gosu/hello.vark,gpt-4o-end2000,JavaScript,Gosu
/samples/Gosu/Person.gs,gpt-4o-mid2000,Fantom,Gosu
/samples/Grace/ackerman_function.grace,gpt-4o-end2000,Crystal,Grace
/samples/Grace/ackerman_function.grace,gpt-4o-beg2000,Chapel,Grace
/samples/Grace/ackerman_function.grace,gpt-4o-mid2000,Pseudocode,Grace
/samples/Grace/grace_IDE.grace,gpt-4o-mid2000,Genie,Grace
/samples/Gradle/build.gradle,gpt-4o-end2000,Groovy,Gradle
/samples/Gradle Kotlin DSL/build.gradle.kts,gpt-4o-end2000,Groovy,Gradle Kotlin DSL
/samples/Grammatical Framework/FoodsTsn.gf,gpt-4o-end2000,Haskell,Grammatical Framework
/samples/Grammatical Framework/FoodsTur.gf,gpt-4o-end2000,Idris,Grammatical Framework
/samples/Grammatical Framework/Foods.gf,gpt-4o-end2000,GF,Grammatical Framework
/samples/Grammatical Framework/FoodsCat.gf,gpt-4o-end2000,ASF+SDF,Grammatical Framework
/samples/Grammatical Framework/FoodsMon.gf,gpt-4o-end2000,Grammatical,Grammatical Framework
/samples/Graph Modeling Language/sample2.gml,gpt-4o-end2000,Graphviz,Graph Modeling Language
/samples/Graph Modeling Language/sample2.gml,gpt-4o-mid2000,DOT,Graph Modeling Language
/samples/Graph Modeling Language/sample.gml,gpt-4o-mid2000,Graph,Graph Modeling Language
/samples/Graphviz (DOT)/sample.dot,gpt-4o-end2000,DOT,Graphviz (DOT)
/samples/Groovy/template.grt,gpt-4o-end2000,HCL,Groovy
/samples/Groovy/template.grt,gpt-4o-mid2000,Haml,Groovy
/samples/Groovy/template.gtpl,gpt-4o-end2000,CSS,Groovy
/samples/Groovy Server Pages/hello-pagedirective.gsp,gpt-4o-end2000,JavaServer,Groovy Server Pages
/samples/Groovy Server Pages/hello-var.gsp,gpt-4o-end2000,HTML,Groovy Server Pages
/samples/Groovy Server Pages/hello-pagedirective.gsp,gpt-4o-mid2000,Java,Groovy Server Pages
/samples/HOCON/application.hocon,gpt-4o-end2000,Scala,HOCON
/samples/HTML/index.html.hl,gpt-4o-end2000,ClojureScript,HTML
/samples/HTML/pkgdown.html,gpt-4o-mid2000,R,HTML
/samples/HTML/Crear_logo.hta,gpt-4o-end2000,The,HTML
/samples/HTML/example.xht,gpt-4o-mid2000,XHTML,HTML
/samples/HTML+ECR/greeting.ecr,gpt-4o-end2000,Ruby,HTML+ECR
/samples/HTML+EEX/index.html.eex,gpt-4o-mid2000,HTML,HTML+EEX
/samples/HTML+EEX/index.html.eex,gpt-4o-end2000,Elixir,HTML+EEX
/samples/HTML+ERB/fishbowl.html.erb.deface,gpt-4o-end2000,Ruby,HTML+ERB
/samples/HTML+Razor/Index.cshtml,gpt-4o-end2000,Razor,HTML+Razor
/samples/HTML+Razor/Index.razor,gpt-4o-end2000,Blazor,HTML+Razor
/samples/HTML+Razor/Index.razor,gpt-4o-mid2000,C#,HTML+Razor
/samples/HXML/checkstyle.hxml,gpt-4o-end2000,Haxe,HXML
/samples/Haml/hello.haml,gpt-4o-end2000,Ruby,Haml
