filename,tool_configuration,language,ground-truth
/samples/Avro IDL/user.avdl,starcoder2-3B-2000end,C++,Avro IDL
/samples/Awk/test.awk,starcoder2-3B-2000end,Perl,Awk
/samples/Awk/test.awk,starcoder2-3B-2000mid,Python,Awk
/samples/B4X/B4XMainPage.bas,starcoder2-3B-2000mid,Python,B4X
/samples/B4X/OAuth.bas.bas,starcoder2-3B-2000beg,Java,B4X
/samples/B4X/OAuth.bas.bas,starcoder2-3B-2000end,n,B4X
/samples/BASIC/P180.BAS,starcoder2-3B-2000mid,Python,BASIC
/samples/BASIC/spacesc.bas,starcoder2-3B-2000mid,C++,BASIC
/samples/BQN/gameoflife.bqn,starcoder2-3B-2000mid,Python,BQN
/samples/Beef/ProfilePanel.bf,starcoder2-3B-2000mid,Python,Beef
/samples/Beef/RandoCode.bf,starcoder2-3B-2000end,C#,Beef
/samples/Beef/Program.bf,starcoder2-3B-2000mid,n,Beef
/samples/Beef/RandoCode.bf,starcoder2-3B-2000mid,C++,Beef
/samples/Befunge/aturley.bf,starcoder2-3B-2000mid,Python,Befunge
/samples/Befunge/cascade.bf,starcoder2-3B-2000mid,011p013p,Befunge
/samples/Berry/berry_schema_validator.be,starcoder2-3B-2000mid,Python,Berry
/samples/BibTeX/deeplyaggrevated.bibtex,starcoder2-3B-2000mid,Python,BibTeX
/samples/Bicep/201-1vm-2nics-2subnets-1vnet.bicep,starcoder2-3B-2000end,C#,Bicep
/samples/Bicep/201-1vm-2nics-2subnets-1vnet.bicep,starcoder2-3B-2000mid,Python,Bicep
/samples/Bicep/101-container-registry.bicep,starcoder2-3B-2000mid,name,Bicep
/samples/Bikeshed/example.bs,starcoder2-3B-2000mid,Python,Bikeshed
/samples/Bikeshed/example.bs,starcoder2-3B-2000beg,C++,Bikeshed
/samples/Bikeshed/example2.bs,starcoder2-3B-2000mid,JavaScript,Bikeshed
/samples/BitBake/qtbase_%.bbappend,starcoder2-3B-2000mid,Python,BitBake
/samples/BitBake/tclibc-newlib.inc,starcoder2-3B-2000mid,C++,BitBake
/samples/Blade/hello.blade.php,starcoder2-3B-2000mid,Python,Blade
/samples/BlitzBasic/LList.bb,starcoder2-3B-2000mid,Python,BlitzBasic
/samples/BlitzBasic/PObj.bb,starcoder2-3B-2000mid,C#,BlitzBasic
/samples/BlitzBasic/HalfAndDouble.bb,starcoder2-3B-2000mid,C++,BlitzBasic
/samples/BlitzMax/sample.bmx,starcoder2-3B-2000mid,C++,BlitzMax
/samples/Bluespec/TbTL.bsv,starcoder2-3B-2000mid,Verilog,Bluespec
/samples/Bluespec/TL.bsv,starcoder2-3B-2000mid,Python,Bluespec
/samples/Bluespec BH/TbTL.bs,starcoder2-3B-2000mid,Python,Bluespec BH
/samples/Bluespec BH/CGetPut.bs,starcoder2-3B-2000beg,subsubsection,Bluespec BH
/samples/Bluespec BH/CGetPut.bs,starcoder2-3B-2000mid,Haskell,Bluespec BH
/samples/Boogie/ticket.bpl,starcoder2-3B-2000mid,C++,Boogie
/samples/Boogie/Bubble.bpl,starcoder2-3B-2000mid,Python,Boogie
/samples/Brainfuck/factor.b,starcoder2-3B-2000beg,C++,Brainfuck
/samples/Brainfuck/fib100.bf,starcoder2-3B-2000mid,Python,Brainfuck
/samples/BrighterScript/SimpleGrid.bs,starcoder2-3B-2000beg,Visual,BrighterScript
/samples/BrighterScript/Main.bs,starcoder2-3B-2000end,nimport,BrighterScript
/samples/BrighterScript/SimpleGrid.bs,starcoder2-3B-2000mid,C++,BrighterScript
/samples/BrighterScript/Main.bs,starcoder2-3B-2000mid,n,BrighterScript
/samples/BrighterScript/RowListExample.bs,starcoder2-3B-2000mid,Python,BrighterScript
/samples/Brightscript/SimpleGrid.brs,starcoder2-3B-2000mid,Python,Brightscript
/samples/Browserslist/filenames/browserslist,starcoder2-3B-2000mid,Python,Browserslist
/samples/C/sgd_fast.c,starcoder2-3B-2000mid,Python,C
/samples/C/GLKMatrix4.h,starcoder2-3B-2000mid,Detect,C
/samples/C/http_parser.c,starcoder2-3B-2000mid,0,C
/samples/C/ntru_encrypt.h,starcoder2-3B-2000mid,C++,C
/samples/C/exception.zep.h,starcoder2-3B-2000mid,PHP,C
/samples/C#/chart-process-memory.linq,starcoder2-3B-2000end,Language,C#
/samples/C#/AssemblyInfo.cs,starcoder2-3B-2000mid,C++,C#
/samples/C#/_CodeSugarIO.DriveInfo.cs.pp,starcoder2-3B-2000mid,Python,C#
/samples/C++/simple.re,starcoder2-3B-2000mid,Python,C++
/samples/C++/scanner.cc,starcoder2-3B-2000mid,return,C++
/samples/C++/json_reader.cpp,starcoder2-3B-2000mid,n,C++
/samples/C++/scanner.h,starcoder2-3B-2000mid,JavaScript,C++
/samples/C++/crypter.cpp,starcoder2-3B-2000end,nCLen,C++
/samples/C++/Math.inl,starcoder2-3B-2000end,=========,C++
/samples/CAP CDS/cat-service.cds,starcoder2-3B-2000mid,JavaScript,CAP CDS
/samples/CAP CDS/common.cds,starcoder2-3B-2000mid,[,CAP CDS
/samples/CAP CDS/user-service.cds,starcoder2-3B-2000mid,Python,CAP CDS
/samples/CAP CDS/common.cds,starcoder2-3B-2000beg,sap,CAP CDS
/samples/CIL/certfile.cil,starcoder2-3B-2000mid,Python,CIL
/samples/CLIPS/sudoku.clp,starcoder2-3B-2000mid,Python,CLIPS
/samples/CMake/sample5.cmake,starcoder2-3B-2000mid,C++,CMake
/samples/CMake/sample4.cmake,starcoder2-3B-2000mid,C,CMake
/samples/COBOL/simple.cpy,starcoder2-3B-2000mid,"""""""",COBOL
/samples/COBOL/hello_world.cbl,starcoder2-3B-2000mid,Python,COBOL
/samples/CODEOWNERS/filenames/CODEOWNERS,starcoder2-3B-2000mid,C#,CODEOWNERS
/samples/CSON/base.cson,starcoder2-3B-2000mid,Python,CSON
/samples/CSON/ff-sfd.cson,starcoder2-3B-2000mid,name,CSON
/samples/CSS/bootstrap.min.css,starcoder2-3B-2000beg,C++,CSS
/samples/CSS/bootstrap.min.css,starcoder2-3B-2000mid,Python,CSS
/samples/CSV/cars.csv,starcoder2-3B-2000mid,Python,CSV
/samples/CUE/github-workflow.cue,starcoder2-3B-2000mid,Python,CUE
/samples/CWeb/sat-life.w,starcoder2-3B-2000end,C,CWeb
/samples/CWeb/sat-life.w,starcoder2-3B-2000beg,Python,CWeb
/samples/CWeb/sat-life.w,starcoder2-3B-2000mid,C++,CWeb
/samples/Cabal Config/filenames/cabal.config,starcoder2-3B-2000mid,Python,Cabal Config
/samples/Cabal Config/filenames/cabal.config,starcoder2-3B-2000end,n,Cabal Config
/samples/Cabal Config/defaults.cabal,starcoder2-3B-2000mid,Haskell,Cabal Config
/samples/Caddyfile/acmeserver.Caddyfile,starcoder2-3B-2000mid,Python,Caddyfile
/samples/Caddyfile/reverseproxy.caddyfile,starcoder2-3B-2000mid,8884,Caddyfile
/samples/Cadence/mint_tokens.cdc,starcoder2-3B-2000mid,Python,Cadence
/samples/Cadence/get_balance.cdc,starcoder2-3B-2000mid,Solidity,Cadence
/samples/Cadence/FlowToken.cdc,starcoder2-3B-2000end,name,Cadence
/samples/Cairo/rlp.cairo,starcoder2-3B-2000mid,Rust,Cairo
/samples/Cairo/pizza_factory.cairo,starcoder2-3B-2000mid,Python,Cairo
/samples/Cairo Zero/sha256.cairo,starcoder2-3B-2000mid,Detect,Cairo Zero
/samples/Cairo Zero/concat_arr.cairo,starcoder2-3B-2000mid,Python,Cairo Zero
/samples/Cairo Zero/sha256.cairo,starcoder2-3B-2000end,C++,Cairo Zero
/samples/CameLIGO/FA1.2.mligo,starcoder2-3B-2000mid,Python,CameLIGO
/samples/Carbon/Shapes.carbon,starcoder2-3B-2000mid,Python,Carbon
/samples/Carbon/main.carbon,starcoder2-3B-2000mid,name,Carbon
/samples/CartoCSS/amenity-points.mss,starcoder2-3B-2000mid,Python,CartoCSS
/samples/Chapel/lulesh.chpl,starcoder2-3B-2000mid,Python,Chapel
/samples/Chapel/distributions.chpl,starcoder2-3B-2000end,C++,Chapel
/samples/Charity/example.ch,starcoder2-3B-2000mid,n,Charity
/samples/Checksums/single_hash.md2,starcoder2-3B-2000mid,Python,Checksums
/samples/Circom/binsum.circom,starcoder2-3B-2000mid,Python,Circom
/samples/Circom/switcher.circom,starcoder2-3B-2000mid,C++,Circom
/samples/Cirru/template.cirru,starcoder2-3B-2000mid,Java,Cirru
/samples/Cirru/indent.cirru,starcoder2-3B-2000mid,Python,Cirru
/samples/Cirru/folding.cirru,starcoder2-3B-2000mid,n,Cirru
/samples/Cirru/line.cirru,starcoder2-3B-2000mid,nPython,Cirru
/samples/Cirru/webpack.config.cirru,starcoder2-3B-2000mid,JavaScript,Cirru
/samples/Clarion/CStringClass.clw,starcoder2-3B-2000mid,C++,Clarion
/samples/Clarion/hello.clw,starcoder2-3B-2000mid,Python,Clarion
/samples/Clarity/pox.clar,starcoder2-3B-2000mid,+,Clarity
/samples/Clarity/cost-voting.clar,starcoder2-3B-2000mid,Python,Clarity
/samples/Clarity/pox.clar,starcoder2-3B-2000end,JavaScript,Clarity
/samples/Classic ASP/ASPUnitRunner.asp,starcoder2-3B-2000end,PHP,Classic ASP
/samples/Classic ASP/ASPUnitRunner.asp,starcoder2-3B-2000beg,"""""""",Classic ASP
/samples/Classic ASP/ASPUnitRunner.asp,starcoder2-3B-2000mid,ASP,Classic ASP
/samples/Classic ASP/sendingcontent-xml.asp,starcoder2-3B-2000mid,Python,Classic ASP
/samples/Clean/sem.icl,starcoder2-3B-2000beg,Haskell,Clean
/samples/Clean/sem.icl,starcoder2-3B-2000mid,Python,Clean
/samples/Click/sr2.click,starcoder2-3B-2000mid,Python,Click
/samples/Clojure/protocol.cljs,starcoder2-3B-2000mid,Python,Clojure
/samples/Clojure/hiccup.hic,starcoder2-3B-2000mid,html,Clojure
/samples/Clojure/svg.cljx,starcoder2-3B-2000mid,clj,Clojure
/samples/Closure Templates/example.soy,starcoder2-3B-2000mid,namespace,Closure Templates
/samples/Cloud Firestore Security Rules/filenames/firestore.rules,starcoder2-3B-2000mid,Python,Cloud Firestore Security Rules
/samples/CoNLL-U/ug-ud-test-abridged.conllu,starcoder2-3B-2000end,English,CoNLL-U
/samples/CoNLL-U/CF1.conllu,starcoder2-3B-2000mid,Portuguese,CoNLL-U
/samples/CoNLL-U/ug-ud-test-abridged.conllu,starcoder2-3B-2000mid,Python,CoNLL-U
/samples/CodeQL/ql-sample.ql,starcoder2-3B-2000mid,C#,CodeQL
/samples/CodeQL/qll-sample3.qll,starcoder2-3B-2000mid,Python,CodeQL
/samples/CodeQL/qll-sample1.qll,starcoder2-3B-2000mid,C++,CodeQL
/samples/CodeQL/ql-cobol-sample.ql,starcoder2-3B-2000mid,Cobol,CodeQL
/samples/CoffeeScript/hello.coffee,starcoder2-3B-2000mid,Python,CoffeeScript
/samples/CoffeeScript/browser.coffee,starcoder2-3B-2000mid,JavaScript,CoffeeScript
/samples/CoffeeScript/rack_application.coffee,starcoder2-3B-2000beg,Ruby,CoffeeScript
/samples/ColdFusion/example.cfm,starcoder2-3B-2000mid,Python,ColdFusion
/samples/ColdFusion CFC/exampleTag.cfc,starcoder2-3B-2000mid,cfscript,ColdFusion CFC
/samples/ColdFusion CFC/exampleScript.cfc,starcoder2-3B-2000mid,JavaScript,ColdFusion CFC
/samples/ColdFusion CFC/exampleScript.cfc,starcoder2-3B-2000end,Java,ColdFusion CFC
/samples/Common Lisp/macros-advanced.cl,starcoder2-3B-2000mid,Lisp,Common Lisp
/samples/Common Lisp/array.l,starcoder2-3B-2000end,initial,Common Lisp
/samples/Common Lisp/common.l,starcoder2-3B-2000beg,Common,Common Lisp
/samples/Common Lisp/hello.lisp,starcoder2-3B-2000mid,Python,Common Lisp
/samples/Common Lisp/macros-advanced.cl,starcoder2-3B-2000beg,C++,Common Lisp
/samples/Common Lisp/rss.sexp,starcoder2-3B-2000beg,n,Common Lisp
/samples/Common Lisp/rss.sexp,starcoder2-3B-2000end,OBJECT,Common Lisp
/samples/Common Lisp/common.l,starcoder2-3B-2000end,count,Common Lisp
/samples/Common Workflow Language/trunk-peak-score.cwl,starcoder2-3B-2000mid,Python,Common Workflow Language
/samples/Component Pascal/Example2.cps,starcoder2-3B-2000end,Pascal,Component Pascal
/samples/Component Pascal/Example.cp,starcoder2-3B-2000end,C++,Component Pascal
/samples/Component Pascal/Example2.cps,starcoder2-3B-2000mid,Python,Component Pascal
/samples/Cool/sample.cl,starcoder2-3B-2000mid,Python,Cool
/samples/Coq/Smallstep.v,starcoder2-3B-2000mid,C++,Coq
/samples/Coq/Rel.v,starcoder2-3B-2000beg,Detect,Coq
/samples/Coq/JsInterpreterExtraction.v,starcoder2-3B-2000mid,JavaScript,Coq
/samples/Coq/Computation.v,starcoder2-3B-2000mid,Type,Coq
/samples/Coq/JsCorrectness.v,starcoder2-3B-2000mid,n,Coq
/samples/Coq/JsPrettyInterm.v,starcoder2-3B-2000mid,Python,Coq
/samples/Coq/Stlc.v,starcoder2-3B-2000mid,Haskell,Coq
/samples/Coq/Poly.v,starcoder2-3B-2000mid,OCaml,Coq
/samples/Creole/creole.creole,starcoder2-3B-2000mid,Ruby,Creole
/samples/Crystal/const_spec.cr,starcoder2-3B-2000end,Ruby,Crystal
/samples/Crystal/transformer.cr,starcoder2-3B-2000end,n,Crystal
/samples/Crystal/const_spec.cr,starcoder2-3B-2000mid,Detect,Crystal
/samples/Crystal/transformer.cr,starcoder2-3B-2000mid,Python,Crystal
/samples/Csound/allglass.orc,starcoder2-3B-2000mid,Python,Csound
/samples/Csound Document/allglass.csd,starcoder2-3B-2000mid,Csound,Csound Document
/samples/Csound Score/test.sco,starcoder2-3B-2000mid,Python,Csound Score
/samples/Cuda/vectorAdd.cu,starcoder2-3B-2000mid,C++,Cuda
/samples/Cue Sheet/sample1.cue,starcoder2-3B-2000mid,Python,Cue Sheet
/samples/Cue Sheet/sample2.cue,starcoder2-3B-2000mid,"""""""",Cue Sheet
/samples/Curry/Nat.curry,starcoder2-3B-2000beg,n,Curry
/samples/Curry/Nat.curry,starcoder2-3B-2000end,Python,Curry
/samples/Curry/Prelude.curry,starcoder2-3B-2000mid,C++,Curry
/samples/Curry/Nat.curry,starcoder2-3B-2000mid,Haskell,Curry
/samples/Cycript/utils.cy,starcoder2-3B-2000beg,C,Cycript
/samples/Cycript/utils.cy,starcoder2-3B-2000mid,Objective,Cycript
/samples/Cylc/model.cylc,starcoder2-3B-2000mid,Python,Cylc
/samples/Cylc/model.cylc,starcoder2-3B-2000beg,set,Cylc
/samples/Cypher/load_from_json.cypher,starcoder2-3B-2000mid,Python,Cypher
/samples/Cypher/graphgems.cypher,starcoder2-3B-2000mid,n,Cypher
/samples/Cypher/db_export_res.cypher,starcoder2-3B-2000beg,begin,Cypher
/samples/Cypher/graphgems.cypher,starcoder2-3B-2000beg,name,Cypher
/samples/D/aa.d,starcoder2-3B-2000mid,Python,D
/samples/D/arrayops.d,starcoder2-3B-2000mid,C++,D
/samples/D2/calc_algo.d2,starcoder2-3B-2000end,Kotlin,D2
/samples/D2/calc_algo.d2,starcoder2-3B-2000mid,Python,D2
/samples/DIGITAL Command Language/vmsbackup_build.com,starcoder2-3B-2000mid,C,DIGITAL Command Language
/samples/DIGITAL Command Language/ghostpdl_zlib_make_vms.com,starcoder2-3B-2000end,Fortran,DIGITAL Command Language
/samples/DIGITAL Command Language/fis_gtm_kitinstal.com,starcoder2-3B-2000mid,C++,DIGITAL Command Language
/samples/DM/example.dm,starcoder2-3B-2000mid,C++,DM
/samples/DNS Zone/sample.arpa,starcoder2-3B-2000mid,C++,DNS Zone
/samples/DNS Zone/sneaky.net.zone,starcoder2-3B-2000mid,Python,DNS Zone
/samples/DTrace/trace_futexes.d,starcoder2-3B-2000mid,nlinuxulator,DTrace
/samples/DTrace/counts.d,starcoder2-3B-2000mid,C++,DTrace
/samples/DTrace/probes.d,starcoder2-3B-2000mid,C,DTrace
/samples/Dafny/Node.i.dfy,starcoder2-3B-2000beg,name,Dafny
/samples/Dafny/Io.s.dfy,starcoder2-3B-2000mid,Languages,Dafny
/samples/Dafny/Io.s.dfy,starcoder2-3B-2000end,C#,Dafny
/samples/Dafny/Node.i.dfy,starcoder2-3B-2000mid,C++,Dafny
/samples/Dafny/Node.i.dfy,starcoder2-3B-2000end,+,Dafny
/samples/DataWeave/literals.dwl,starcoder2-3B-2000mid,dw,DataWeave
/samples/DataWeave/match.dwl,starcoder2-3B-2000mid,Python,DataWeave
/samples/Debian Package Control File/example2.dsc,starcoder2-3B-2000mid,"""""""",Debian Package Control File
/samples/Debian Package Control File/example1.dsc,starcoder2-3B-2000mid,Python,Debian Package Control File
/samples/DenizenScript/sample2.dsc,starcoder2-3B-2000mid,Python,DenizenScript
/samples/Dhall/largeExpressionA.dhall,starcoder2-3B-2000mid,Python,Dhall
/samples/Dhall/remoteSystemsA.dhall,starcoder2-3B-2000mid,Haskell,Dhall
/samples/Diff/dude-thing-okay--001.patch,starcoder2-3B-2000mid,Python,Diff
/samples/DirectX 3D File/cube.x,starcoder2-3B-2000end,Python,DirectX 3D File
/samples/DirectX 3D File/cube.x,starcoder2-3B-2000mid,C++,DirectX 3D File
/samples/Dockerfile/filenames/Dockerfile,starcoder2-3B-2000mid,Go,Dockerfile
/samples/Dockerfile/debian-systemd.Containerfile,starcoder2-3B-2000mid,Bash,Dockerfile
/samples/Dogescript/example.djs,starcoder2-3B-2000mid,Python,Dogescript
/samples/Dotenv/filenames/.env.development,starcoder2-3B-2000mid,Python,Dotenv
/samples/Dotenv/filenames/.env.sample,starcoder2-3B-2000mid,Rust,Dotenv
/samples/Dotenv/filenames/.env.testing,starcoder2-3B-2000mid,PHP,Dotenv
/samples/Dotenv/filenames/.env.dev,starcoder2-3B-2000mid,name,Dotenv
/samples/Dotenv/filenames/.env,starcoder2-3B-2000mid,Bash,Dotenv
/samples/Dotenv/filenames/.env.staging,starcoder2-3B-2000mid,JavaScript,Dotenv
/samples/Dune/filenames/dune-project,starcoder2-3B-2000mid,OCaml,Dune
/samples/E/IO.E,starcoder2-3B-2000mid,Python,E
/samples/E/Functions.E,starcoder2-3B-2000mid,"""""""",E
/samples/E-mail/example.eml,starcoder2-3B-2000end,underline,E-mail
/samples/E-mail/example.eml,starcoder2-3B-2000mid,PHP,E-mail
/samples/EBNF/grammar.ebnf,starcoder2-3B-2000mid,Python,EBNF
/samples/EBNF/types.ebnf,starcoder2-3B-2000mid,JavaScript,EBNF
/samples/EBNF/object.ebnf,starcoder2-3B-2000mid,C++,EBNF
/samples/ECL/sample.ecl,starcoder2-3B-2000mid,Python,ECL
/samples/ECLiPSe/or-constraint.ecl,starcoder2-3B-2000mid,Prolog,ECLiPSe
/samples/EJS/admin_index.jst,starcoder2-3B-2000mid,div,EJS
/samples/EJS/page.ejs,starcoder2-3B-2000mid,completedPieces,EJS
/samples/EJS/modules.ejs.t,starcoder2-3B-2000mid,languages,EJS
/samples/EJS/email_template.ect,starcoder2-3B-2000mid,Python,EJS
/samples/EJS/page.ejs,starcoder2-3B-2000beg,inProgressPieces,EJS
/samples/EJS/dash.ejs,starcoder2-3B-2000mid,if,EJS
/samples/EJS/page.ejs,starcoder2-3B-2000end,select,EJS
/samples/EQ/String.eq,starcoder2-3B-2000beg,Python,EQ
/samples/EQ/String.eq,starcoder2-3B-2000mid,C++,EQ
/samples/Eagle/Eagle.brd,starcoder2-3B-2000beg,php,Eagle
/samples/Eagle/Eagle.brd,starcoder2-3B-2000end,C++,Eagle
/samples/Eagle/Eagle.sch,starcoder2-3B-2000end,"""""""",Eagle
/samples/Eagle/Eagle.sch,starcoder2-3B-2000mid,Python,Eagle
/samples/Eagle/Eagle.sch,starcoder2-3B-2000beg,xml,Eagle
/samples/Earthly/filenames/Earthfile,starcoder2-3B-2000mid,Java,Earthly
/samples/Easybuild/bzip2-1.0.6-GCC-4.9.2.eb,starcoder2-3B-2000mid,C++,Easybuild
/samples/Ecmarkup/spec.html,starcoder2-3B-2000mid,Python,Ecmarkup
/samples/Ecmarkup/spec.html,starcoder2-3B-2000beg,C++,Ecmarkup
/samples/Ecmarkup/spec.html,starcoder2-3B-2000end,JavaScript,Ecmarkup
/samples/Edge/pricing.edge,starcoder2-3B-2000mid,Python,Edge
/samples/Edge/pricing.edge,starcoder2-3B-2000end,What,Edge
/samples/Edge/pricing.edge,starcoder2-3B-2000beg,layout,Edge
/samples/EdgeQL/default.esdl,starcoder2-3B-2000mid,Python,EdgeQL
/samples/EditorConfig/ASP.NET.EditorConfig,starcoder2-3B-2000end,C#,EditorConfig
