filename,tool_configuration,language,ground-truth
/samples/AIDL/ExtendableParcelable.aidl,qwen-2-5-7b-instruct,Java,AIDL
/samples/AL/RefreshALIssuesCode.al,llama-3-2-3b-instruct,Here,AL
/samples/AL/ALIssueList.al,llama-3-2-3b-instruct,The,AL
/samples/AL/RefreshALIssuesCode.al,qwen-2-5-7b-instruct,Delphi,AL
/samples/AMPL/toy.ampl,llama-3-2-3b-instruct,The,AMPL
/samples/AMPL/CT2.mod,llama-3-2-3b-instruct,CPLEX,AMPL
/samples/API Blueprint/actions.apib,llama-3-2-3b-instruct,API,API Blueprint
/samples/API Blueprint/attributes.apib,llama-3-2-3b-instruct,The,API Blueprint
/samples/API Blueprint/actions.apib,qwen-2-5-7b-instruct,Markdown,API Blueprint
/samples/APL/DeepakChopra.apl,llama-3-2-3b-instruct,What,APL
/samples/APL/UT.dyalog,llama-3-2-3b-instruct,The,APL
/samples/APL/UT.dyalog,qwen-2-5-7b-instruct,Adfive,APL
/samples/APL/DeepakChopra.apl,qwen-2-5-7b-instruct,A+,APL
/samples/ASL/example.asl,meta-llama,AML,ASL
/samples/ASL/example.asl,qwen-2-5-7b-instruct,ASM,ASL
/samples/ASL/example.asl,llama-3-2-3b-instruct,PowerShell,ASL
/samples/ASL/example.dsl,qwen-2-5-7b-instruct,ACPI,ASL
/samples/ASL/example.dsl,llama-3-2-3b-instruct,Based,ASL
/samples/ASN.1/example.asn,qwen-2-5-7b-instruct,ASN,ASN.1
/samples/ASN.1/example.asn,llama-3-2-3b-instruct,ABAP,ASN.1
/samples/ASN.1/example.asn,deepseek-chat-v3-1,"{'error': {'message': 'Provider returned error', 'code': 429, 'metadata': {'raw': 'deepseek/deepseek-chat-v3.1 is temporarily rate-limited upstream. Please retry shortly, or add your own key to accumulate your rate limits: https://openrouter.ai/settings/integrations', 'provider_name': 'GMICloud'}}, 'user_id': 'user_2ywjrLszbgj1SGmt3xI9FRMZvaY'}",ASN.1
/samples/ASP.NET/Login.aspx,qwen-2-5-7b-instruct,C#,ASP.NET
/samples/ASP.NET/Login.aspx,gpt-4o-mini,ASP,ASP.NET
/samples/ASP.NET/Login.aspx,llama-3-2-3b-instruct,The,ASP.NET
/samples/ASP.NET/Global.asax,llama-3-2-3b-instruct,Based,ASP.NET
/samples/ATS/intinf_vt.dats,qwen-2-5-7b-instruct,ML,ATS
/samples/ATS/DiningPhil2_fork.dats,qwen-2-5-7b-instruct,Objective,ATS
/samples/ATS/DiningPhil2.dats,qwen-2-5-7b-instruct,OCaml,ATS
/samples/ATS/YonedaLemma.dats,llama-3-2-3b-instruct,The,ATS
/samples/ATS/basis_ssntype.sats,meta-llama,F,ATS
/samples/ATS/CoYonedaLemma.dats,llama-3-2-3b-instruct,Here,ATS
/samples/ATS/DiningPhil2.dats,llama-3-2-3b-instruct,After,ATS
/samples/ATS/basis_ssntype.sats,llama-3-2-3b-instruct,What,ATS
/samples/ATS/basis_ssntype.sats,qwen-2-5-7b-instruct,Why3,ATS
/samples/ATS/basis_ssntype.sats,gpt-4o-mini,F#,ATS
/samples/ATS/basis_ssntype.sats,codestral-2508,Praxis,ATS
/samples/ATS/YonedaLemma.dats,codestral-2508,Agda,ATS
/samples/ATS/DiningPhil2.dats,gpt-4o-mini,Oz,ATS
/samples/ATS/YonedaLemma.dats,gpt-4o-mini,Standard,ATS
/samples/ATS/csv_parse.hats,qwen-2-5-7b-instruct,HATS,ATS
/samples/ActionScript/NumberUtil.as,llama-3-2-3b-instruct,The,ActionScript
/samples/ActionScript/TextFieldUtil.as,llama-3-2-3b-instruct,Here,ActionScript
/samples/Adblock Filter List/fake-news.txt,meta-llama,None,Adblock Filter List
/samples/Adblock Filter List/test_rules.txt,codestral-2508,AdBlock,Adblock Filter List
/samples/Adblock Filter List/Imperial Units Remover.txt,gpt-4o-mini,FilterList,Adblock Filter List
/samples/Adblock Filter List/test_rules.txt,qwen-2-5-7b-instruct,CSS,Adblock Filter List
/samples/Adblock Filter List/Imperial Units Remover.txt,llama-3-2-3b-instruct,Adblock,Adblock Filter List
/samples/Adblock Filter List/fake-news.txt,llama-3-2-3b-instruct,The,Adblock Filter List
/samples/Adblock Filter List/anti-facebook.txt,gpt-4o,Custom,Adblock Filter List
/samples/Adblock Filter List/abp-filters-anti-cv.txt,deepseek-chat-v3-1,uBlock,Adblock Filter List
/samples/Adblock Filter List/fake-news.txt,qwen-2-5-7b-instruct,Languages,Adblock Filter List
/samples/Adblock Filter List/Imperial Units Remover.txt,qwen-2-5-7b-instruct,JavaScript,Adblock Filter List
/samples/Adblock Filter List/anti-facebook.txt,qwen-2-5-7b-instruct,This,Adblock Filter List
/samples/Adblock Filter List/anti-facebook.txt,llama-3-2-3b-instruct,Based,Adblock Filter List
/samples/Adblock Filter List/test_rules.txt,llama-3-2-3b-instruct,After,Adblock Filter List
/samples/Adblock Filter List/Imperial Units Remover.txt,meta-llama,ABP,Adblock Filter List
/samples/Adblock Filter List/anti-facebook.txt,claude-3-5,PHP,Adblock Filter List
/samples/Adobe Font Metrics/lambda.afm,gemini-2.5-pro,Adobe,Adobe Font Metrics
/samples/Adobe Font Metrics/lambda.afm,claude-haiku-4-5,AFM,Adobe Font Metrics
/samples/Adobe Font Metrics/OpenSansCondensed-Bold.afm,gemini-2.5-pro,Spline,Adobe Font Metrics
/samples/Adobe Font Metrics/SpecialElite.afm,llama-3-2-3b-instruct,Lua,Adobe Font Metrics
/samples/Adobe Font Metrics/OpenSansCondensed-Bold.afm,qwen-2-5-7b-instruct,FontForge,Adobe Font Metrics
/samples/Adobe Font Metrics/SpecialElite.afm,meta-llama,Unknown,Adobe Font Metrics
/samples/Adobe Font Metrics/lambda.afm,meta-llama,The,Adobe Font Metrics
/samples/Adobe Font Metrics/SpecialElite.afm,claude-haiku-4-5,PostScript,Adobe Font Metrics
/samples/Adobe Font Metrics/SpecialElite.afm,qwen-2-5-7b-instruct,This,Adobe Font Metrics
/samples/Adobe Font Metrics/SpecialElite.afm,gpt-4o-mini,C,Adobe Font Metrics
/samples/Adobe Font Metrics/lambda.afm,qwen-2-5-7b-instruct,Python,Adobe Font Metrics
/samples/Agda/NatCat.agda,qwen-2-5-7b-instruct,Idris,Agda
/samples/Agda/NatCat.agda,llama-3-2-3b-instruct,The,Agda
/samples/Alloy/views.als,qwen-2-5-7b-instruct,JML,Alloy
/samples/Alloy/file_system.als,qwen-2-5-7b-instruct,Apache,Alloy
/samples/Alloy/marksweepgc.als,llama-3-2-3b-instruct,After,Alloy
/samples/Alloy/marksweepgc.als,qwen-2-5-7b-instruct,AvaHI,Alloy
/samples/Alloy/file_system.als,llama-3-2-3b-instruct,The,Alloy
/samples/Alloy/views.als,llama-3-2-3b-instruct,YoungSoft,Alloy
/samples/Alpine Abuild/filenames/APKBUILD,llama-3-2-3b-instruct,The,Alpine Abuild
/samples/Alpine Abuild/filenames/APKBUILD,deepseek-chat-v3-1,APKBUILD,Alpine Abuild
/samples/Alpine Abuild/filenames/APKBUILD,gpt-4o-mini,Shell,Alpine Abuild
/samples/Alpine Abuild/filenames/APKBUILD,qwen-2-5-7b-instruct,Bash,Alpine Abuild
/samples/Altium Designer/Sample Board Design.PcbDoc,qwen-2-5-7b-instruct,The,Altium Designer
/samples/Altium Designer/Sample Output Job.OutJob,qwen-2-5-7b-instruct,Configuration,Altium Designer
/samples/Altium Designer/Sample Board Design.PcbDoc,gpt-4o-mini,Unknown,Altium Designer
/samples/Altium Designer/Sample Output Job.OutJob,gpt-4o-mini,INI,Altium Designer
/samples/Altium Designer/Sample Board Design.PcbDoc,deepseek-chat-v3-1,KiCad,Altium Designer
/samples/Altium Designer/Sample Board Design.PcbDoc,gemini-2.5-pro,This,Altium Designer
/samples/Altium Designer/Sample Altium Project.PrjPcb,gemini-2.5-pro,,Altium Designer
/samples/Altium Designer/Sample Altium Project.PrjPcb,qwen-2-5-7b-instruct,Languages,Altium Designer
/samples/Altium Designer/Sample Board Design.PcbDoc,llama-3-2-3b-instruct,Cal,Altium Designer
/samples/Altium Designer/Sample Schematic Sheet.SchDoc,qwen-2-5-7b-instruct,Skipping file due to encoding error: /samples/Altium Designer/Sample Schematic Sheet.SchDoc,Altium Designer
/samples/Altium Designer/Sample Output Job.OutJob,meta-llama,After,Altium Designer
/samples/Altium Designer/Sample Altium Project.PrjPcb,llama-3-2-3b-instruct,Based,Altium Designer
/samples/Altium Designer/Sample Board Design.PcbDoc,meta-llama,Text,Altium Designer
/samples/Altium Designer/Sample Altium Project.PrjPcb,meta-llama,No,Altium Designer
/samples/AngelScript/payload.as,codestral-2508,Squirrel,AngelScript
/samples/AngelScript/botmanager.as,llama-3-2-3b-instruct,After,AngelScript
/samples/AngelScript/payload.as,gpt-4o-mini,D,AngelScript
/samples/AngelScript/payload.as,qwen-2-5-7b-instruct,C++,AngelScript
/samples/Ant Build System/filenames/ant.xml,qwen-2-5-7b-instruct,XML,Ant Build System
/samples/Ant Build System/filenames/ant.xml,gemini-2.5-pro,Ant,Ant Build System
/samples/Ant Build System/filenames/ant.xml,claude-haiku-4-5,Apache,Ant Build System
/samples/Ant Build System/filenames/ant.xml,llama-3-2-3b-instruct,The,Ant Build System
/samples/Antlers/kitchensink.antlers.html,llama-3-2-3b-instruct,HTML,Antlers
/samples/Antlers/sitemap.antlers.xml,qwen-2-5-7b-instruct,Twig,Antlers
/samples/Antlers/layout.antlers.html,qwen-2-5-7b-instruct,PHP,Antlers
/samples/Antlers/sitemap.antlers.xml,gpt-4o-mini,XML,Antlers
/samples/Antlers/kitchensink.antlers.php,qwen-2-5-7b-instruct,YAML,Antlers
/samples/Antlers/kitchensink.antlers.php,llama-3-2-3b-instruct,What,Antlers
/samples/Antlers/index.antlers.html,qwen-2-5-7b-instruct,The,Antlers
/samples/Antlers/kitchensink.antlers.php,meta-llama,Based,Antlers
/samples/Antlers/kitchensink.antlers.php,claude-haiku-4-5,Statamic,Antlers
/samples/Antlers/sitemap.antlers.xml,meta-llama,Liquid,Antlers
/samples/ApacheConf/apache.vhost,llama-3-2-3b-instruct,Based,ApacheConf
/samples/ApacheConf/filenames/httpd.conf,llama-3-2-3b-instruct,Here,ApacheConf
/samples/ApacheConf/filenames/apache2.conf,qwen-2-5-7b-instruct,This,ApacheConf
/samples/ApacheConf/filenames/httpd.conf,gpt-4o-mini,XML,ApacheConf
/samples/ApacheConf/apache.vhost,qwen-2-5-7b-instruct,Python,ApacheConf
/samples/ApacheConf/filenames/.htaccess,qwen-2-5-7b-instruct,Apache,ApacheConf
/samples/ApacheConf/apache.vhost,gpt-4o-mini,HTML,ApacheConf
/samples/ApacheConf/filenames/.htaccess,llama-3-2-3b-instruct,The,ApacheConf
/samples/Apex/LanguageUtils.cls,gpt-4o-mini,PHP,Apex
/samples/Apex/LanguageUtils.cls,llama-3-2-3b-instruct,A,Apex
/samples/Apex/LanguageUtils.cls,qwen-2-5-7b-instruct,Dart,Apex
/samples/Apex/TwilioAPI.cls,llama-3-2-3b-instruct,The,Apex
/samples/Apex/ArrayUtils.cls,llama-3-2-3b-instruct,Based,Apex
/samples/Apex/EmailUtils.cls,llama-3-2-3b-instruct,Here,Apex
/samples/Apex/BooleanUtils.cls,meta-llama,Java,Apex
/samples/Apollo Guidance Computer/BURN_BABY_BURN--MASTER_IGNITION_ROUTINE.agc,llama-3-2-3b-instruct,After,Apollo Guidance Computer
/samples/Apollo Guidance Computer/BURN_BABY_BURN--MASTER_IGNITION_ROUTINE.agc,qwen-2-5-7b-instruct,The,Apollo Guidance Computer
/samples/Apollo Guidance Computer/BURN_BABY_BURN--MASTER_IGNITION_ROUTINE.agc,gemini-2.5-pro,AGC,Apollo Guidance Computer
/samples/Apollo Guidance Computer/BURN_BABY_BURN--MASTER_IGNITION_ROUTINE.agc,gpt-4o-mini,Assembly,Apollo Guidance Computer
/samples/AppleScript/Convert To PostScript.applescript,llama-3-2-3b-instruct,After,AppleScript
/samples/AppleScript/Crazy Message Text.applescript,llama-3-2-3b-instruct,A,AppleScript
/samples/AppleScript/Get User Name.applescript,llama-3-2-3b-instruct,The,AppleScript
/samples/AsciiDoc/list.asc,qwen-2-5-7b-instruct,AsciiDoctor,AsciiDoc
/samples/AsciiDoc/sample.adoc,qwen-2-5-7b-instruct,Based,AsciiDoc
/samples/AsciiDoc/sample.adoc,llama-3-2-3b-instruct,The,AsciiDoc
/samples/AspectJ/CacheAspect.aj,llama-3-2-3b-instruct,Groovy,AspectJ
/samples/AspectJ/CacheAspect.aj,qwen-2-5-7b-instruct,Java,AspectJ
/samples/AspectJ/OptimizeRecursionCache.aj,llama-3-2-3b-instruct,A,AspectJ
/samples/Assembly/macros.inc,meta-llama,ca65,Assembly
/samples/Assembly/External Interrupt.a51,meta-llama,8051,Assembly
/samples/Assembly/3D_PRG.I,codestral-2508,Motorola,Assembly
/samples/Assembly/External Interrupt.a51,llama-3-2-3b-instruct,A,Assembly
/samples/Assembly/cpu_feat.nas,qwen-2-5-7b-instruct,NASM,Assembly
/samples/Assembly/A8514.I,llama-3-2-3b-instruct,x86,Assembly
/samples/Assembly/FASM.asm,llama-3-2-3b-instruct,After,Assembly
/samples/Assembly/cpu_feat.nas,llama-3-2-3b-instruct,The,Assembly
/samples/Assembly/macros.inc,qwen-2-5-7b-instruct,Macro,Assembly
/samples/Assembly/fftfpu.nas,llama-3-2-3b-instruct,Based,Assembly
/samples/Astro/index.astro,qwen-2-5-7b-instruct,JavaScript,Astro
/samples/Astro/index.astro,llama-3-2-3b-instruct,The,Astro
/samples/Asymptote/figarc4_3D.asy,meta-llama,The,Asymptote
/samples/Asymptote/figarc4_3D.asy,gpt-4o-mini,Maxima,Asymptote
/samples/Asymptote/kappa-sawteeth.asy,gpt-4o-mini,D,Asymptote
/samples/Asymptote/kappa-sawteeth.asy,llama-3-2-3b-instruct,After,Asymptote
/samples/Asymptote/figarc4_3D.asy,llama-3-2-3b-instruct,A,Asymptote
/samples/Asymptote/figarc4_3D.asy,qwen-2-5-7b-instruct,TeX,Asymptote
/samples/AutoHotkey/hello.ahk,llama-3-2-3b-instruct,Batch,AutoHotkey
/samples/AutoHotkey/hello.ahk,qwen-2-5-7b-instruct,AutoIt,AutoHotkey
/samples/Avro IDL/user.avdl,qwen-2-5-7b-instruct,Protocol,Avro IDL
/samples/Avro IDL/user.avdl,llama-3-2-3b-instruct,Based,Avro IDL
/samples/Avro IDL/user.avdl,claude-haiku-4-5,Avro,Avro IDL
/samples/Avro IDL/user.avdl,meta-llama,Thrift,Avro IDL
/samples/Avro IDL/user.avdl,gpt-4o-mini,C++,Avro IDL
/samples/Awk/test.awk,llama-3-2-3b-instruct,The,Awk
/samples/Awk/test.awk,gpt-4o-mini,Perl,Awk
/samples/B4X/OAuth.bas.bas,qwen-2-5-7b-instruct,B4A,B4X
/samples/B4X/RequestsManager.bas,claude-3-5,Basic,B4X
/samples/B4X/OAuth.bas.bas,llama-3-2-3b-instruct,Here,B4X
/samples/B4X/RequestsManager.bas,llama-3-2-3b-instruct,A,B4X
/samples/B4X/OAuth.bas.bas,claude-3-5,Basic4Android,B4X
/samples/B4X/RequestsManager.bas,qwen-2-5-7b-instruct,B4J,B4X
/samples/BASIC/mandelbrot.bas,llama-3-2-3b-instruct,A,BASIC
/samples/BASIC/GPIOGW.BAS,gpt-4o-mini,GWBASIC,BASIC
/samples/BASIC/GPIOGW.BAS,qwen-2-5-7b-instruct,GW,BASIC
/samples/BASIC/spacesc.bas,llama-3-2-3b-instruct,Based,BASIC
/samples/BASIC/spacesc.bas,deepseek-chat-v3-1,QBASIC,BASIC
/samples/BASIC/GPIOGW.BAS,llama-3-2-3b-instruct,The,BASIC
/samples/BQN/snake.bqn,qwen-2-5-7b-instruct,Jupyter,BQN
/samples/BQN/gameoflife.bqn,qwen-2-5-7b-instruct,J,BQN
/samples/BQN/gameoflife.bqn,llama-3-2-3b-instruct,APL,BQN
/samples/Ballerina/xml.bal,llama-3-2-3b-instruct,The,Ballerina
/samples/Ballerina/json.bal,llama-3-2-3b-instruct,Based,Ballerina
/samples/Beef/Program.bf,qwen-2-5-7b-instruct,C#,Beef
/samples/Beef/Program.bf,llama-3-2-3b-instruct,Based,Beef
/samples/Beef/Program.bf,codestral-2508,C++,Beef
/samples/Beef/RandoCode.bf,llama-3-2-3b-instruct,The,Beef
/samples/Befunge/cascade.bf,qwen-2-5-7b-instruct,Brainfuck,Befunge
/samples/Befunge/cascade.bf,codestral-2508,Piet,Befunge
/samples/Befunge/cascade.bf,meta-llama,Malbolge,Befunge
/samples/Befunge/befunge3.bf,gpt-4o,SNUSP,Befunge
/samples/Befunge/befunge3.bf,qwen-2-5-7b-instruct,Languages,Befunge
/samples/Befunge/aturley.bf,qwen-2-5-7b-instruct,The,Befunge
/samples/Befunge/cascade.bf,gpt-4o-mini,Unknown,Befunge
/samples/Befunge/mycorand.bf,llama-3-2-3b-instruct,Flow,Befunge
/samples/Befunge/cascade.bf,llama-3-2-3b-instruct,Python,Befunge
/samples/Befunge/aturley.bf,llama-3-2-3b-instruct,A,Befunge
/samples/Berry/berry_schema_validator.be,meta-llama,Monkey,Berry
/samples/Berry/berry_schema_validator.be,claude-haiku-4-5,GDScript,Berry
/samples/Berry/berry_schema_validator.be,deepseek-chat-v3-1,Squirrel,Berry
/samples/Berry/berry_schema_validator.be,gemini-2.5-pro,Sunder,Berry
/samples/Berry/lcd_display.be,llama-3-2-3b-instruct,What,Berry
/samples/Berry/lcd_display.be,gemini-2.5-pro,Crystal,Berry
/samples/Berry/berry_schema_validator.be,qwen-2-5-7b-instruct,Ruby,Berry
/samples/Berry/lcd_display.be,qwen-2-5-7b-instruct,Python,Berry
/samples/BibTeX/deeplyaggrevated.bibtex,deepseek-chat-v3-1,LaTeX,BibTeX
/samples/BibTeX/deeplyaggrevated.bibtex,llama-3-2-3b-instruct,Here,BibTeX
/samples/BibTeX/deeplyaggrevated.bibtex,qwen-2-5-7b-instruct,This,BibTeX
/samples/BibTeX/citations.bib,qwen-2-5-7b-instruct,Based,BibTeX
/samples/BibTeX/citations.bib,llama-3-2-3b-instruct,The,BibTeX
/samples/Bicep/101-container-registry.bicep,qwen-2-5-7b-instruct,Terraform,Bicep
/samples/Bicep/101-container-registry.bicep,llama-3-2-3b-instruct,After,Bicep
/samples/Bicep/params.bicepparam,llama-3-2-3b-instruct,The,Bicep
/samples/Bicep/201-1vm-2nics-2subnets-1vnet.bicep,qwen-2-5-7b-instruct,None,Bicep
/samples/Bicep/params.bicepparam,qwen-2-5-7b-instruct,Based,Bicep
/samples/Bicep/201-1vm-2nics-2subnets-1vnet.bicep,deepseek-chat-v3-1,Azure,Bicep
/samples/Bicep/201-1vm-2nics-2subnets-1vnet.bicep,llama-3-2-3b-instruct,ARM,Bicep
/samples/Bicep/params.bicepparam,meta-llama,JSON,Bicep
/samples/Bikeshed/example2.bs,qwen-2-5-7b-instruct,The,Bikeshed
/samples/Bikeshed/example.bs,gpt-4o-mini,WebAssembly,Bikeshed
/samples/Bikeshed/example2.bs,gpt-4o-mini,LaTeX,Bikeshed
/samples/Bikeshed/example.bs,gpt-4o,Documentation,Bikeshed
/samples/Bikeshed/example.bs,qwen-2-5-7b-instruct,Based,Bikeshed
/samples/Bikeshed/example2.bs,llama-3-2-3b-instruct,This,Bikeshed
/samples/Bikeshed/example2.bs,meta-llama,TeX,Bikeshed
/samples/Bikeshed/example2.bs,claude-haiku-4-5,HTML,Bikeshed
/samples/Bikeshed/example.bs,claude-haiku-4-5,YAML,Bikeshed
/samples/Bikeshed/example.bs,deepseek-chat-v3-1,JavaScript,Bikeshed
/samples/Bikeshed/example.bs,meta-llama,Markdown,Bikeshed
/samples/BitBake/cmake.bbclass,qwen-2-5-7b-instruct,CMake,BitBake
/samples/BitBake/xorg-driver-common.inc,qwen-2-5-7b-instruct,Python,BitBake
/samples/BitBake/qtbase-native.bb,meta-llama,BitBakeRecipe,BitBake
/samples/BitBake/xorg-driver-common.inc,llama-3-2-3b-instruct,The,BitBake
/samples/BitBake/tclibc-newlib.inc,gpt-4o-mini,Makefile,BitBake
/samples/BitBake/gstreamer-libav.bb,codestral-2508,Yocto,BitBake
/samples/BitBake/xorg-driver-common.inc,codestral-2508,Bash,BitBake
/samples/BitBake/tclibc-newlib.inc,codestral-2508,Shell,BitBake
/samples/Blade/hello.blade,qwen-2-5-7b-instruct,PHP,Blade
/samples/Blade/hello.blade,gpt-4o-mini,HTML,Blade
/samples/Blade/hello.blade,llama-3-2-3b-instruct,A,Blade
/samples/BlitzBasic/LList.bb,llama-3-2-3b-instruct,After,BlitzBasic
/samples/BlitzBasic/HalfAndDouble.bb,claude-haiku-4-5,Blitz,BlitzBasic
/samples/BlitzBasic/HalfAndDouble.bb,llama-3-2-3b-instruct,Based,BlitzBasic
/samples/BlitzBasic/PObj.bb,llama-3-2-3b-instruct,A,BlitzBasic
/samples/BlitzBasic/LList.bb,claude-haiku-4-5,BlitzMax,BlitzBasic
/samples/BlitzBasic/HalfAndDouble.bb,gpt-4o-mini,Monkey,BlitzBasic
/samples/BlitzBasic/LList.bb,qwen-2-5-7b-instruct,Visual,BlitzBasic
/samples/BlitzBasic/HalfAndDouble.bb,qwen-2-5-7b-instruct,ASM,BlitzBasic
/samples/BlitzBasic/PObj.bb,qwen-2-5-7b-instruct,Blitz3D,BlitzBasic
/samples/BlitzBasic/HalfAndDouble.bb,codestral-2508,QBasic,BlitzBasic
/samples/BlitzBasic/LList.bb,gpt-4o-mini,VBScript,BlitzBasic
/samples/BlitzBasic/PObj.bb,meta-llama,The,BlitzBasic
/samples/BlitzBasic/LList.bb,codestral-2508,VBA,BlitzBasic
/samples/BlitzMax/sample.bmx,gpt-4o-mini,Blinky,BlitzMax
/samples/BlitzMax/sample.bmx,qwen-2-5-7b-instruct,BASIC,BlitzMax
/samples/BlitzMax/sample.bmx,llama-3-2-3b-instruct,The,BlitzMax
/samples/BlitzMax/sample.bmx,codestral-2508,BRL,BlitzMax
/samples/Bluespec/TL.bsv,meta-llama,System,Bluespec
/samples/Bluespec/TbTL.bsv,qwen-2-5-7b-instruct,SystemVerilog,Bluespec
/samples/Bluespec/TL.bsv,llama-3-2-3b-instruct,The,Bluespec
